time,Absorbing Aerosol Index,Tropospheric NO2
2023-02-01 17:40:57,-0.6142156090121027,4.32188193443233e-07
2023-02-02 17:22:00,-0.36602711677737504,2.67559349020054e-07
2023-02-03 17:03:02,-0.002752100768245546,3.4793482954216145e-07
2023-02-03 18:44:33,0.0,0.0
2023-02-04 16:44:06,0.0,0.0
2023-02-04 18:25:37,0.00018723462282547995,4.6726296075681516e-07
2023-02-05 16:25:09,0.0,0.0
2023-02-05 18:06:39,-0.0006182661942283834,2.07788027120503e-08
2023-02-06 17:47:44,-0.005812311601937077,8.275764539234528e-08
